OverallQual,GrLivArea,GarageCars,TotalBsmtSF,1stFlrSF,FullBath,YearsBeforeSold,ExterQual_TA,BsmtQual_Ex,KitchenQual_TA,GarageFinish_Unf,KitchenQual_Ex,SalePrice
6,1537,2,1319,1537,1,3,0,0,0,0,0,174000
4,864,2,864,864,1,36,1,0,1,1,0,120500
8,1932,3,1932,1932,2,0,0,1,0,0,1,394617
6,1236,2,912,1236,1,14,1,0,1,1,0,149700
7,1725,2,539,1040,2,28,1,0,1,0,0,197000
6,2555,2,588,1423,2,14,1,1,1,0,0,191000
6,848,2,848,848,1,4,0,0,0,0,0,149300
10,2007,3,1017,1026,2,1,0,1,0,0,1,310000
6,952,1,952,952,1,59,1,0,0,1,0,121000
7,1422,2,1422,1422,2,3,0,0,0,0,0,179600
6,913,1,814,913,1,41,1,0,1,1,0,129000
5,1188,1,1188,1188,1,48,1,0,1,1,0,157900
8,2090,2,1220,1220,2,11,0,0,0,0,0,240000
4,1346,1,560,796,1,7,1,0,1,1,0,112000
5,630,0,630,630,1,36,1,0,0,1,1,92000
5,1792,0,896,896,2,35,1,0,1,1,0,136000
8,1578,3,1573,1578,2,0,0,0,0,0,1,287090
5,1072,2,547,1072,1,1,1,0,1,0,0,145000
5,1140,0,1140,1140,1,0,1,0,1,1,0,84500
7,1221,2,1221,1221,2,4,0,0,0,0,0,185000
6,1647,2,953,953,2,7,1,0,1,0,0,175000
6,2073,2,1542,2073,2,22,1,0,1,1,0,210000
7,2340,1,1152,1188,2,4,0,0,0,0,0,266500
5,1078,1,1078,1078,1,14,1,0,0,1,0,142125
5,1256,1,1256,1256,1,43,0,0,1,0,0,147500
